DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,Id,CyberattackType,WashingtoniansAffected,IndustryType,BusinessType,Year,YearText,WashingtoniansAffectedRange,BreachLifecycleRange,DaysToContainBreach,DaysToIdentifyBreach,DaysBreachLifecycle,DiscoveredInProgress,DaysOfExposure,DaysElapsedBetweenEndAndDiscovery,EndedOnDayDiscovered,DaysElapsedBeforeNotification,DaysOfExposureRange
09/18/2020 12:00:00 AM,10/16/2020 12:00:00 AM,Theft or Mistake,09/18/2020 12:00:00 AM,09/18/2020 12:00:00 AM,"Wyndham Capital Mortgage, Inc.",10342,,569,Finance,,2021,2021,500-999,0,0,0,0,true,0,,true,28,0
07/16/2020 12:00:00 AM,10/21/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Carroll College,10343,Ransomware,2166,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,97,100-199
09/24/2020 12:00:00 AM,10/21/2020 12:00:00 AM,Cyberattack,,09/24/2020 12:00:00 AM,Sam's Club,10344,Other,771,Business,Retail,2021,2021,500-999,Unknown,0,,,true,,,true,27,Unknown
09/10/2020 12:00:00 AM,10/22/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,"University of Nevada, Las Vegas Foundation",10345,Ransomware,2563,Non-Profit/Charity,,2021,2021,"1,000-9,999",200-299,0,216,216,false,103,113,false,42,100-199
09/27/2020 12:00:00 AM,10/25/2020 12:00:00 AM,Theft or Mistake,09/27/2020 12:00:00 AM,,"Hi-Line Ranch, Harris Farms, Cherry River Farms",10346,,852,Business,Other,2021,2021,500-999,Unknown,,0,,false,,,false,28,Unknown
05/31/2020 12:00:00 AM,10/27/2020 12:00:00 AM,Cyberattack,,,"Ascend Clinical, LLC",10347,Phishing,1959,Health,,2021,2021,"1,000-9,999",Unknown,,,,false,,,false,149,Unknown
08/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,Cyberattack,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,Luxottica of America Inc.,10348,,12166,Business,Accessories,2021,2021,"10,000-49,999",1-99,0,19,19,false,0,19,false,60,0
07/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,Unauthorized Access,02/21/2020 12:00:00 AM,07/28/2020 12:00:00 AM,"TrueFire, LLC",10349,,2633,Business,Manufacturing,2021,2021,"1,000-9,999",100-199,0,158,158,true,158,,true,91,100-199
07/06/2020 12:00:00 AM,10/28/2020 12:00:00 AM,Cyberattack,01/01/2020 12:00:00 AM,07/17/2020 12:00:00 AM,"JM Bullion, Inc.",10350,Malware,882,Business,Retail,2021,2021,500-999,100-199,11,187,198,true,198,,false,114,100-199
07/16/2020 12:00:00 AM,10/29/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Feed the Children,10351,Ransomware,21257,Non-Profit/Charity,,2021,2021,"10,000-49,999",100-199,0,160,160,false,103,57,false,105,100-199
08/30/2020 12:00:00 AM,10/29/2020 12:00:00 AM,Cyberattack,,,MK Periodontics and Implants,10353,Ransomware,8000,Health,,2021,2021,"1,000-9,999",Unknown,,,,false,,,false,60,Unknown
07/24/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Unauthorized Access,,,Amtrak,10354,,1208,Business,Transportation,2021,2021,"1,000-9,999",Unknown,,,,false,,,false,103,Unknown
09/16/2020 12:00:00 AM,11/05/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Green America,10355,Ransomware,1127,Non-Profit/Charity,,2021,2021,"1,000-9,999",200-299,0,222,222,false,103,119,false,50,100-199
11/29/2020 12:00:00 AM,01/29/2021 12:00:00 AM,Cyberattack,05/06/2019 12:00:00 AM,05/15/2019 12:00:00 AM,Grays Harbor Community Hospital,10356,Ransomware,4984,Health,,2021,2021,"1,000-9,999",500+,0,573,573,false,9,564,false,61,1-99
06/15/2019 12:00:00 AM,08/14/2019 12:00:00 AM,Cyberattack,06/15/2019 12:00:00 AM,,Grays Harbor Community Hospital,10504,Ransomware,88000,Health,,2020,2020,"50,000-999,999",Unknown,,0,,false,,,false,60,Unknown
08/19/2020 12:00:00 AM,02/01/2021 12:00:00 AM,Cyberattack,08/06/2020 12:00:00 AM,,Gonzaga University,10357,Phishing,8041,Education,,2021,2021,"1,000-9,999",Unknown,,13,,false,,,false,166,Unknown
05/01/2020 12:00:00 AM,11/10/2020 12:00:00 AM,Unauthorized Access,03/02/2020 12:00:00 AM,03/03/2020 12:00:00 AM,Woodruff Sawyer & Co.,10359,,2393,Finance,,2021,2021,"1,000-9,999",1-99,0,60,60,false,1,59,false,193,1-99
07/24/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Georgia Southern University,10360,Ransomware,552,Education,,2021,2021,500-999,100-199,0,168,168,false,103,65,false,112,100-199
08/23/2020 12:00:00 AM,11/18/2020 12:00:00 AM,Cyberattack,07/11/2020 12:00:00 AM,08/23/2020 12:00:00 AM,"Windstream Holdings II, LLC",10361,,643,Business,Telecommunications,2021,2021,500-999,1-99,0,43,43,true,43,,true,87,1-99
10/24/2020 12:00:00 AM,11/20/2020 12:00:00 AM,Cyberattack,10/21/2020 12:00:00 AM,10/25/2020 12:00:00 AM,"Senior Operations, LLC (Senior Aerospace AMT & Damar AeroSystems)",10362,Ransomware,2543,Business,Manufacturing,2021,2021,"1,000-9,999",1-99,1,3,4,true,4,,false,27,1-99
10/14/2020 12:00:00 AM,12/01/2020 12:00:00 AM,Cyberattack,,,Matson Navigation Company,10363,,2991,Business,Shipping,2021,2021,"1,000-9,999",Unknown,,,,false,,,false,48,Unknown
11/11/2020 12:00:00 AM,12/01/2020 12:00:00 AM,Cyberattack,11/04/2020 12:00:00 AM,11/19/2020 12:00:00 AM,Stride Inc.,10364,Ransomware,742,Business,Other,2021,2021,500-999,1-99,8,7,15,true,15,,false,20,1-99
10/25/2020 12:00:00 AM,12/04/2020 12:00:00 AM,Cyberattack,09/28/2020 12:00:00 AM,10/25/2020 12:00:00 AM,"USNR, LLC",10365,Ransomware,1368,Business,Manufacturing,2021,2021,"1,000-9,999",1-99,0,27,27,true,27,,true,40,1-99
05/01/2020 12:00:00 AM,12/09/2020 12:00:00 AM,Cyberattack,,,City University of Seattle,10366,,1097,Education,,2021,2021,"1,000-9,999",Unknown,,,,false,,,false,222,Unknown
07/16/2020 12:00:00 AM,12/10/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Oklahoma State University Foundation,10367,Ransomware,1334,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,147,100-199
11/12/2020 12:00:00 AM,12/11/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Fairfield University,10368,Ransomware,505,Education,,2021,2021,500-999,200-299,0,279,279,false,103,176,false,29,100-199
09/28/2020 12:00:00 AM,12/16/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Kappa Delta Foundation,10369,Ransomware,1508,Non-Profit/Charity,,2021,2021,"1,000-9,999",200-299,0,234,234,false,103,131,false,79,100-199
06/19/2020 12:00:00 AM,12/16/2020 12:00:00 AM,Cyberattack,06/17/2020 12:00:00 AM,06/22/2020 12:00:00 AM,"MEDNAX Services, Inc.",10370,Phishing,29861,Health,,2021,2021,"10,000-49,999",1-99,3,2,5,true,5,,false,180,1-99
11/06/2020 12:00:00 AM,12/16/2020 12:00:00 AM,Cyberattack,05/13/2018 12:00:00 AM,11/24/2020 12:00:00 AM,Paysafe Group Holdings Limited,10371,,1877,Business,Other,2021,2021,"1,000-9,999",500+,18,908,926,true,926,,false,40,500+
09/14/2020 12:00:00 AM,12/18/2020 12:00:00 AM,Unauthorized Access,11/11/2019 12:00:00 AM,12/09/2019 12:00:00 AM,Benton County of Washington,10372,,820,Government,,2021,2021,500-999,300-399,0,308,308,false,28,280,false,95,1-99
11/12/2020 12:00:00 AM,12/18/2020 12:00:00 AM,Cyberattack,03/10/2020 12:00:00 AM,11/12/2020 12:00:00 AM,Washington State Bar Association,10373,Malware,4051,Government,,2021,2021,"1,000-9,999",200-299,0,247,247,true,247,,true,36,200-299
11/23/2020 12:00:00 AM,12/22/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Cedarville University,10374,Ransomware,1706,Education,,2021,2021,"1,000-9,999",200-299,0,290,290,false,103,187,false,29,100-199
12/02/2020 12:00:00 AM,12/23/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Bucknell University,10375,Ransomware,710,Education,,2021,2021,500-999,200-299,0,299,299,false,103,196,false,21,100-199
09/29/2020 12:00:00 AM,12/23/2020 12:00:00 AM,Cyberattack,10/01/2019 12:00:00 AM,08/20/2020 12:00:00 AM,"Metabolic Maintenance Products, Inc.",10376,Malware,709,Business,Consumable,2021,2021,500-999,300-399,0,364,364,false,324,40,false,85,300-399
11/11/2020 12:00:00 AM,12/23/2020 12:00:00 AM,Cyberattack,,,"Tree Top, Inc.",10377,Ransomware,9721,Business,Consumable,2021,2021,"1,000-9,999",Unknown,,,,false,,,false,42,Unknown
12/02/2020 12:00:00 AM,12/28/2020 12:00:00 AM,Theft or Mistake,11/30/2020 12:00:00 AM,,Prime Therapeutics,10378,,897,Health,,2021,2021,500-999,Unknown,,2,,false,,,false,26,Unknown
07/16/2020 12:00:00 AM,12/28/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,"Pulmonary Hypertension Association, Inc.",10379,Ransomware,722,Non-Profit/Charity,,2021,2021,500-999,100-199,0,160,160,false,103,57,false,165,100-199
10/20/2020 12:00:00 AM,12/31/2020 12:00:00 AM,Cyberattack,10/20/2020 12:00:00 AM,,"Life Quotes, Inc.",10380,Ransomware,626,Finance,,2021,2021,500-999,Unknown,,0,,false,,,false,72,Unknown
12/12/2020 12:00:00 AM,01/04/2021 12:00:00 AM,Cyberattack,12/12/2020 12:00:00 AM,12/26/2020 12:00:00 AM,"Peter Pan Seafoods, Inc.",10381,Ransomware,1661,Business,Consumable,2021,2021,"1,000-9,999",1-99,14,0,14,true,14,,false,23,1-99
09/29/2020 12:00:00 AM,01/05/2021 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Grinnell College,10382,Ransomware,2465,Education,,2021,2021,"1,000-9,999",200-299,0,235,235,false,103,132,false,98,100-199
12/09/2020 12:00:00 AM,01/08/2021 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Convoy of Hope,10383,Ransomware,1017,Non-Profit/Charity,,2021,2021,"1,000-9,999",300-399,0,306,306,false,103,203,false,30,100-199
07/16/2020 12:00:00 AM,01/08/2021 12:00:00 AM,Cyberattack,06/17/2020 12:00:00 AM,06/22/2020 12:00:00 AM,North American Partners in Anesthesia,10384,Phishing,505,Health,,2021,2021,500-999,1-99,0,29,29,false,5,24,false,176,1-99
